text,source,label
"(l) Subsequent to the date hereof, there shall not have occurred any of the following; (i) a suspension or limitation in trading in securities generally  on the New York Stock Exchange (the ""NYSE"") or in the over-the-counter market, or quotations halted generally on The Nasdaq Stock Market, or  minimum or maximum prices for trading have been fixed, or maximum ranges for prices for securities have been required by either of such  exchanges or the Nasdaq Stock Market or by order of the Commission or any other governmental authority; (ii) a general moratorium on the  operations of commercial banks, or federal savings and loan associations or a general moratorium on the withdrawal of deposits from commercial  banks or federal savings and loan associations declared by federal or state authorities; (iii) the engagement by the United States in hostilities  which have resulted in the declaration, on or after the date hereof, of a national emergency or war; or (iv) a material decline in the price of equity or  debt securities if the effect of such a declaration or decline, in the Agent's reasonable judgment, makes it impracticable or inadvisable to proceed  with the Offering or the delivery of the Shares on the terms and in the manner contemplated in the Registration Statement and the Prospectus.","ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY AGREEMENT , 2009.pdf",not_important
"Without reference to choice or conflict of law principles, this Agreement shall be governed by and construed in accordance with the laws of the State of California, USA.",AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement.pdf,important
"Unless earlier terminated pursuant to the provisions hereof, the term of this Agreement and the licenses and other grants of rights (and related obligations) under this Agreement shall (i) with respect to the Arizona Licensed Trademarks, be for the Arizona Trademark License Term, (ii) with respect to the Diamond Licensed Trademarks, be for the Diamond Trademark License Term, (iii) with respect to the Phase- Out Marks, be for the term set forth in Section 6.6, and (iv) with respect to Copyrights, Know-How and Patents, be in perpetuity.",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,important
2014-02-10 00:00:00,GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.pdf,important
" Liquidmetal may from time to time request a price quote for certain Liquidmetal Products (each such request, a ""RFQ"")",LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,not_important
"Section 1.7 ""Affiliate"" means, with respect to any Person, any other Person that directly or indirectly controls, is controlled by or is under common control with, such first Person. For the purposes of this definition, ""control"" (including, with correlative meanings, the terms ""controlling,"" ""controlled by"" and ""under common control with""), as applied to any Person, means the possession, directly or indirectly, of the power to direct or cause the direction of the management and policies of that Person, whether through the ownership of voting securities, by contract or otherwise.",KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.pdf,not_important
"Bioeq IP AG Bioeq Coherus BioSciences, Inc. Licensee",CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,important
"This Agreement will be governed by and construed in accordance with the laws of England and Wales, without regard to conflict of laws principles.",TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.pdf,important
"  The

                                       13

Indemnitor will not agree to any settlement that does not include a complete release of the Indemnitee",LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.pdf,not_important
"

""Rail Facility"" shall have the meaning ascribed to such term m the recital of this Agreement",VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.pdf,not_important
Pricing for Services shall be quoted on a case by case basis depending on the customer specification.,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.pdf,not_important
"14 ""Delivery"" or ""Delivered"" shall mean when Lead Compound is made available by FG to Astellas at the Ex Works location",FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.pdf,not_important
"On sales of recorded products pursuant to this Agreement (less                   any returns) Integrity will pay to TL royalties in the amount                   of [**]/1/ ($[**]/1/) for each and every unit of the product                   sold by Integrity in the United States pursuant to this                   Agreement, and [**]/1/ the foregoing rate or [**]/1/ percent                   ([**]/1/%) of Integrity's net receipts, whichever is less, on                   subject products outside the United States. On sales of printed products (song books) pursuant to this                   Agreement (less any returns) Integrity will pay to TL                   royalties in the amount of [**]/1/ ($[**]/1/) for each and                   every unit of the product sold by Integrity in the United                   States pursuant to this Agreement, and [**]/1/ the foregoing                   rate or [**]/1/ percent ([**]/1/%) of Integrity's net                   receipts, whichever is less, on subject products outside the                   United States. On sales of products pursuant to this          Agreement (less any returns) TL will pay to Integrity royalties in the          amount of [**]/1/ ($[**]/1/) for each and every unit of the product          sold by it pursuant to this Agreement.",IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement.pdf,important
"3 iBio will work with CC-Pharming to perform a thorough Manufacturing Development Program based from an initial comprehensive two- day charrette to be held at its subsidiary iBio CDMO LLC facility in Bryan, Texas with the goals of CC-Pharming understanding the definitive capital expenditure necessary and initiating a preliminary design for the first Product",IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement.pdf,not_important
AMENDMENT NO. 2  MANUFACTURING AGREEMENT,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3.pdf,important
The parties hereby agree that this Agreement shall be construed in             accordance with English law.,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,important
" When deemed by Carrier to be a necessary part of an     investigation, a claimant shall furnish to Carrier the original freight     bill, evidence of the freight charges, if any, and either the original or a     photocopy of the invoices, or an extract made therefrom, certified by the     claimant to be true and correct with respect to the property and value     involved in the claim, or certification of prices or value, with trade or     other discounts, allowance, or deductions of any nature whatsoever and the     terms thereof, or depreciation reflected thereon",ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.pdf,not_important
"4.0 ORDERS. 4.1 Upon and subject to credit approval by Cisco at the time of Cisco's receipt of any Purchase Order, Distributor shall purchase or license Products or Services by issuing a Purchase Order, signed, if requested by Cisco, or (in the case of electronic transmission) sent by its authorized representative, indicating specific Products and Services, Cisco Product numbers, quantity, unit price, total purchase price, shipping instructions, requested shipping dates, bill-to and ship-to addresses, tax exempt certifications, if applicable and contract reference, if any. No contingency contained on any Purchase Order shall be binding upon Cisco. The terms of this Agreement shall apply, regardless of any additional or conflicting terms on any Purchase Order or other correspondence or documentation submitted by Distributor to Cisco, and any such additional or conflicting terms are deemed rejected by Cisco.",ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,not_important
"______ day of ______________, 2015.",SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.pdf,important
" The JSC's responsibilities will include reviewing and discussing (but not approving) the following:






5",PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.pdf,not_important
"This Agreement shall be governed by and construed in accordance with the substantive laws of the Netherlands, excluding its rules of conflicts of law and the United Nations Convention on Contracts for the International Sale of Goods dated 11 April 1980 (CISG), as amended from time to time.",NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf,important
"Upon written request of Client, EFS shall discontinue or modify  any Advertisement that in the reasonable opinion of Client is not appropriate for the Client brand or is competitive with Client  business.",PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,important
THIS EXHIBIT HAS BEEN REDACTED AND IS THE SUBJECT OF A CONFIDENTIAL TREATMENT REQUEST. REDACTED MATERIAL IS MARKED WITH [* * *] AND HAS BEEN FILED SEPARATELY WITH THE SECURITIES AND EXCHANGE COMMISSION.   18.2 Consequences of Termination,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf,not_important
"B.       DISTRIBUTION OF SOFTWARE LICENSES TO END-USERS. Distributor may procure and distribute Software and accompanying documentation by placing orders under this Agreement. The terms of the licenses for such Software to which end-users are subject are included as a ""shrink-wrap"" license agreement with the Software and in its accompanying documentation when shipped by NETGEAR (the","NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf",not_important
" Without limiting the generality of the foregoing, the Servicer's obligations will include:

(i) collecting and applying all payments made on, or credits applied to, the Receivables and any other amounts received related to the Depositor Transferred Property;

(ii) investigating delinquencies;

(iii) sending invoices and notices and responding to inquiries of Obligors;

(iv) processing requests for extensions, modifications and adjustments;

(v) administering payoffs, prepayments, defaults and delinquencies;

(vi) maintaining accurate and complete accounts and receivables systems for servicing the Receivables;

(vii) providing to the Custodian copies, or access to, any documents that modify or supplement information in the Receivable Files; and

(viii) preparing and providing Monthly Investor Reports and any other periodic reports required to be prepared by the Servicer under this Agreement or any other Transaction Document",VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.pdf,not_important
"      1.    From custom page: From the custom page, users would enter a keyword             or phrase in the quick search box. The user would select the All             Subscribed journal set, and then submit the query.",HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,not_important
" None of CONTENT PROVIDER'S representations, warranties or agreements shall in any way be limited by reason of any investigation made by COMPANY of any documents, agreements or other materials submitted to COMPANY by CONTENT PROVIDER hereunder",MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement.pdf,not_important
60 days,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,important
"No portion of the LMG Tools, CSC Software and Other Third Party Software contains, at the time of delivery, any ""back door,"" ""time bomb,"" ""Trojan horse,"" ""worm,"" ""drop dead device,"" ""virus,"" or other computer software routines or hardware components designed to (i) permit access or Use of such software or TAG's computer systems by LMG or a third party not authorized by this Agreement, or (ii) disable, damage or erase the software or data;",REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT.pdf,not_important
DISTRIBUTOR AGREEMENT,GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,important
2008-12-03 00:00:00,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,important
"(ii) to make, have made, use, sell, offer for sale, import, and otherwise dispose of Smart Sensing Network Equipment; and",ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.pdf,not_important
The laws of California shall govern the construction and enforceability of the Agreement.,IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.pdf,important
"   Bizzingo recognizes that Theismann's schedule and will not schedule any such session or appearance at a time that would conflict with  Theismann's current obligations. Following the execution of this Agreement, Theismann will provide Bizzingo with an availability schedule  indicating black out and/or available dates and from time to time will endeavor to update such schedule. In this regard, Bizzingo agrees to provide  Joseph Theismann with at least thirty (30) days' written notice of any photographic sessions or public appearances to permit Theismann to  properly schedule the session or appearance. Bizzingo will pay all reasonable out of pocket expenses incurred by Theismann in connection with  such session or appearance which expenses shall not exceed One Thousand Dollars ($1,000) per day unless Theismann receives prior written  approval from Bizzingo. For any travel incurred by Theismann as part of his appearances, Bizzingo will provide first class air travel and hotel  accommodations.     5. NOTICES AND PAYMENTS. Any notice, request, demand or other communication required or permitted hereunder shall be in writing and shall  be deemed properly given when actually received or within fourteen (14) days of mailing by certified or registered mail, return receipt requested,  postage prepaid, whichever first occurs,",BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,not_important
64       IGER       Raise plants  from [***].  Select [***].   [***] MORE [***] TO BE  [***].,"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.pdf",not_important
"  3.1.1. The Customer has contracted, taking into account the technological standards defined by EIT, an external company (hereinafter ""Network Supplier"") for the setting up and the management of the Network. This Network Supplier is accountable to the Customer for the management of the Network.",FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.pdf,not_important
"



Record  important  morphometric  characters  including  winter [***],  spring [***],  [***] to [***]  spring [***]  and summer  [***] (incl  [***]), [***]/  [***], [***]  and intensity,  [***] and  [***], [***],  [***], [***]  and [***],  visual  assessment of  [***]

Scoring  systems need  to be  transferable","CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.pdf",not_important
"  5.10. Severability. If any provision of this Agreement is determined to be illegal, invalid or unenforceable, such provision shall be fully severable and the remaining provisions shall remain in full force and effect and shall be construed without giving effect to the illegal, invalid or unenforceable provisions.   5.11. Entirety. This Agreement represents the entire agreement of the parties hereto, and supersedes all prior agreements and understandings, oral or written, if any, relating to the transactions contemplated herein.",UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.pdf,not_important
Bank of America may terminate Maintenance Services for convenience at any time in accordance with the Section entitled ‚ÄúTermination‚Äù of the Agreement.,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.pdf,important
IPASS INC. “iPass” Pareteum Corporation “Channel Partner”,IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.pdf,important
 The MatchLogic DeliverE is an opt in email                           service providing the opportunity to distribute                           messages to highly targeted audiences on the Web via                           email,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.pdf,not_important
"In¬†addition¬†to¬†the¬†License¬†Fee¬†payable¬†in¬†accordance¬†with¬†Section¬†5.1,¬†Licensee¬†shall¬†pay¬†a¬†royalty¬†(‚ÄúRoyalty‚Äù)¬†to¬†Licensor¬†according¬†to¬†the following¬†schedule¬†(‚ÄúRoyalty Schedule‚Äù):   Subscribers Royalty Payable as Percentage of Gross Revenue 0 - 5000 6.25% 5001 - 7500 6.75% 7501 - 10,000 7.00% 10,001 - 15,000 8.00% 15,001 - 20,000 8.50% 20,001 - 25,000 9.25% 25,001+ 9.75%",GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.pdf,important
2018-02-01 00:00:00,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement.pdf,important
(b) Roundup Sale. The Agent may terminate this Agreement by written notice thereof to Monsanto upon receipt of notice of a Roundup Sale as described in Section 10.6.,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .pdf,not_important
" Upon the Bank of America, Supplier shall deliver the original copies of such records to Bank of America for use in any legal, investigatory or regulatory proceeding",CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,not_important
"‚ÄúMOQ‚Äù means the minimum order quantity of Product units during the Initial Term, as set forth in Schedule 1. <omitted> If Reseller fails to submit Orders with an aggregate value equal to or greater than the MOQ, then Reseller shall pay Supplier a sum equal to the shortfall, within 30 days after the end of the Initial Term.",HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement.pdf,important
This agreement and any dispute or claim arising out of or in connection with it or its subject matter or formation (including non-contractual disputes or claims) shall be governed by and construed in accordance with Ohio law.,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,important
2013-12-31 00:00:00,LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement.pdf,important
Customer is responsible for obtaining and maintaining personal property insurance sufficient to cover the value of Customer Components;,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement.pdf,important
"(h) The Agent shall not use or facilitate the use of promotional materials which disparage Roundup Products or Industrial Property. If the Agent should become aware of any suspected counterfeiting of Roundup Products or Industrial Property, the Agent shall promptly notify Monsanto of such suspected counterfeiting. The Agent shall cooperate in any investigation or legal proceedings that Monsanto deems desirable to protect its rights in the Industrial Property. The Agent shall not promote the sale of products using trademarks, packages or designs which are in Monsanto's opinion deceptively similar to Industrial Property.",Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .pdf,not_important
"Client shall own all content produced pursuant to Section 1.1(f) (whether or not actually used), and  EFS hereby assigns to Client all right, title and interest, including all rights in copyright, in and to the photographs and materials,  and agrees to cooperate with all reasonable requests by Client, and take all reasonable actions, to effect or perfect such  assignment. In the event that EFS creates any modifications, alterations or other derivative works of any Playboy Content  (‚ÄúDerivative Works‚Äù), EFS hereby irrevocably assigns to Client all right, title and interest in and to all of those Derivative Works,  including the copyrights and other proprietary rights therein. EFS hereby irrevocably assigns, and Client hereby accepts, all right,  title and interest in and to each and every Authorized Modification, and EFS agrees to cooperate with all reasonable requests by  Client to effect or perfect such assignment. To the  extent that Client is deemed to obtain any interest or ownership rights in the EFS Property, Client hereby assigns, transfers and  conveys to EFS, to the maximum extent permitted by applicable Law, all of Client‚Äôs right, title and interest therein used by Client  under or in connection with this Agreement so that EFS will be the sole owner of all rights therein and further agrees to cooperate  with EFS during and after the Term to effect and perfect all assignments. To the extent that EFS is deemed to obtain any interest or ownership  rights in the Client Property, EFS hereby assigns, transfers and conveys to Client, to the maximum extent permitted by applicable  Law, all of EFS‚Äô¬†right, title and interest therein used or created by EFS under or in connection with this Agreement so that Client  will be the sole owner of all rights therein and further agrees to cooperate with Client during and after the Term to effect and  perfect all assignments.",PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,important
 Other products and locations may be added upon mutual agreement in writing,WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf,not_important
"In the event of termination, the Distributor shall be entitled to receive all orders accepted by the Principal prior to the date of termination and may sell the ordered Products in the Territory.",PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf,important
 In no event shall Green Cross grant any sublicense to any of the rights granted to it pursuant to Section 10,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.pdf,not_important
"""Calculation and Paying Agent"" means The Bank of New York Mellon acting pursuant to the Tender and Paying Agent Agreement or any successor thereto.",NUVEEN - REMARKETING AGREEMENT.pdf,not_important
"

     (q) ""Designated Equifax Member"" means a member of the Equifax Group, as designated by Equifax in its sole discretion","FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.pdf",not_important
                                                                               - ------------------------------------------------------------------------------------------------------------------ Disturbing Frequencies        Detection in the              -                             Detection in the                               presence of 2A-B and                                        presence of 2A-B and                               2B-A modulation                                             2B-A modulating                               products 28 dB below                                        products 28 dB below                               each frequency                                              each frequency                               component level of the                                      component level of the                               signals.                                                    signals - ------------------------------------------------------------------------------------------------------------------,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.pdf,not_important
"      2.    Search criteria: The user then selects the fields, or information,             which s/he wants to search. Examples of these fields include author,             journal name, year, volume, issue, article title, and all fields.             For this example, the user selects author, article title, and             journal name.",HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,not_important
"(v) ""Team Marks"" means those trademarks and services marks set forth in Schedule 2.",VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.pdf,not_important
"

Except as herein expressly amended or by necessary implication modified by this Amendment, the Agreement in all other respects is hereby ratified and shall continue in full force and effect",GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3.pdf,not_important
"      If to CARDAX: CARDAX, Inc.   2800 Woodlawn Dr., Suite 129   Honolulu, HI 96822   Attn: President and CEO Telephone: [***] Facsimile: [***] E-mail: [***]     With a copy to  Herrick, Feinstein LLP   2 Park Avenue   New York, NY 10016   Attn: Richard M. Morris Telephone: [***] Facsimile: [***] E-mail: [***]   11.6 Severability of Provisions. Each provision of this Agreement shall be treated as a separate and independent clause, and the unenforceability of any one clause shall in no way impair the enforceability of any of the other clauses herein. Moreover, if one or more of the provisions contained in this Agreement shall for any reason be held to be excessively broad as to scope, activity, subject or otherwise so as to be unenforceable at law, such provision or provisions shall be construed by the appropriate judicial body or arbitration panel by limiting or reducing such provision or provisions, so as to be enforceable to the maximum extent allowable under the applicable law as such law shall then be.   11.7 Independent Contractors. Each Party hereto shall be an independent contractor of the other. Neither Party shall be the legal agent of the other for any purpose whatsoever and therefore has no right or authority to make or underwrite any promise, warranty or representation, to execute any contract or otherwise to assume any obligation or responsibility in the name of or on behalf of the other Party, except to the extent specifically authorized in writing by the other Party. Neither Party shall be bound by or liable to any third persons for acts or obligations or debts incurred by the other toward such third party, except to the extent specifically agreed to in writing by the Party to be so bound. This Agreement shall not create a partnership or other similar arrangement.   11.8 Announcement. The Parties agree to coordinate external communications (e.g. joint press release) regarding this collaboration.   CERTAIN PORTIONS OF THIS EXHIBIT HAVE BEEN OMITTED PURSUANT TO A REQUEST FOR CONFIDENTIAL TREATMENT UNDER RULE 24B-2 UNDER THE SECURITIES EXCHANGE ACT OF 1934. OMISSIONS ARE DESIGNATED [***]. A COMPLETE VERSION OF THIS EXHIBIT HAS BEEN FILED SEPARATELY WITH THE SECURITIES AND EXCHANGE COMMISSION. 18","CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf",not_important
"Each Party agrees that, during the [***] ([***]) [***] period starting from the Effective Date, such Party will not, directly or indirectly, solicit for employment any employee of the other Party or its Affiliates or otherwise induce or attempt to induce such employees to terminate their employment with such other Party or such other Party‚Äôs Affiliates; provided, however, that general public solicitations and advertisements not directed at employees of the other Party, and the extension of offers to persons who respond to such general solicitations and advertisements, will not be deemed violations of this provision.",CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,important
"Shipper shall be entitled to audit Carrier’s applicable books and records for the limited purpose of determining if the amount of any increase pursuant to this Section 6.2 is justified by the actually-incurred and reasonable amount of the aggregate costs and/or expenses relating to the System; provided, however, such audit shall not require Carrier to disclose confidential information of any Person other than Shipper who is a shipper on the System",RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.pdf,important
"October 1, 2018",BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3.pdf,important
"Aimmune hereby grants to Xencor an exclusive license under and with respect to Aimmune Patents, and a non-exclusive license under and with respect to Aimmune Know-How, in each case, where such license is an irrevocable, perpetual, royalty-bearing license, with the right to sublicense, to Develop, Manufacture and Commercialize the Product(s), as the Product(s) exist as of the effective date of such termination, or optimized versions thereof that are Products.",AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,important
"4 Within [*****] as from the date of Delivery of any Item of the Stock, the Company shall be responsible for obtaining and shall provide the Repairer with evidence in respect of (i) custom clearance, including payment fees, customs duties, and (ii) customs declarations, with respect to the relevant Stock Item",AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,not_important
"perpetual, 11/15/2014",FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement.pdf,important
"March 15, 2000",LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement.pdf,important
"Except for the subcontractors appointed by MMT as of the Effective Date as listed on Exhibit A attached hereto, MMT may not grant sublicenses of the rights and licenses granted to it in Section 2.1(a) to any Affiliate (including Pfizer or any Affiliate of Pfizer) or Third Party without the prior written approval of SIGA (such approval not to be unreasonably withheld). No Third Party has the right to sublicense any SIGA Patent or SIGA Trademark without the express written consent of SIGA, which consent will be withheld if in any way it conflicts with this Agreement.",SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf,important
"Notwithstanding any other provision of this Agreement, MMT may at any time terminate this Agreement on country-by-country basis, or in its entirety, upon [***] months‚Äô prior written notice to SIGA.",SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf,important
 The descriptive headings contained in this Agreement are for convenience of reference only and shall not affect in any way the meaning or interpretation of this Agreement,NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.pdf,not_important
"MEDIALINX INTERACTIVE, L.P. (""MLX""); HEALTHCENTRAL.com INC. (""HCI"")",HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement.pdf,important
The following terms have the meanings set forth below. Capitalized terms which are used but not defined herein have the meanings ascribed to such terms in the License Agreement.,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.pdf,not_important
"During the Term of this Agreement, Premier shall be required to purchase a Minimum Annual Order Volume (‚ÄúMAOV‚Äù) of [***] (‚ÄúUnits‚Äù) for the twelve-month period commencing July 1, 2018 and ending June 30, 2019.",BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement2.pdf,important
"For so long as the appointment set out in Section 2(a) is exclusive, CHT shall not enter into an agreement (a “Competitive Transaction”) with any other Person related to the license, sub-license, sale, resale or provide service, solutions, goods or products, that are substantially similar to or competitive with the Ehave Companion Solution.",EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement.pdf,important
"December 30, 2016",ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf,important
 This policy is expressly incorporated into and made a part of this Agreement,IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.pdf,not_important
"11.2 Distributor shall not acquire, use, promote or Resell Non-Genuine Products. Additionally, Distributor shall",ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.pdf,not_important
15th day of December 2001,XinhuaSportsEntertainmentLtd_20070221_F-1_EX-99.4_645553_EX-99.4_Content License Agreement.pdf,important
"     5.3.1 All payments required to be made hereunder by Operator shall be (i) absolute and unconditional, (ii) calculated without reference to  any netting, set-off, counterclaim or other right which Operator may have against Owner, including, without limitation, any right to set-off  against any amounts owed by Owner under this Agreement or any other Transaction Document, and (iii) made free and clear of and without  any deduction for or on account of any such netting, set-off or counterclaim.",SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.pdf,not_important
"   You will timely pay all of your obligations and liabilities due to us, our parent, bw-3, Inc",BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT.pdf,not_important
"9 Janssen represents and warrants that it is in compliance, and covenants that it will continue to comply during the Term, with all applicable Laws, rules and regulations, including the federal anti-kickback statute (42 U",IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.pdf,not_important
" Express Mail or recognized overnight courier, on the following business day or (iii) delivered by electronic mail, when received: 4






LICENSOR: Morgan Stanley Investment Management Inc",MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.pdf,not_important
CO-BRANDING AGREEMENT,EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement.pdf,important
"            tangible personal property, to the extent that such claim, action,             liability, loss, damage, cost or expense was proximately caused by             the indemnifying party's tortious act or omission, or by those of             its agents or employees.",HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,not_important
